timestamp,laplacian_variance,blur_bool,entropy,brightness,contrast,brightness_contrast_ratio,disparity_mean,disparity_var,disparity_std,disparity_min,disparity_max,w_x,d_wx,w_y,d_wy,w_z,d_wz,w,d_w,a_x,d_ax,a_y,d_ay,a_z,d_az,a,d_a,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,d_vx,v_y,d_vy,v_z,d_vz,v,d_v
1.40E+18,273.0976836,FALSE,7.0140867,119.3508145,56.84780218,2.099479838,1.62297346,56.51272516,7.517494607,0,111,-0.003490659,0.00418879,0.018849556,0.00418879,0.076096355,0.00418879,0.078473854,0.007255197,9.103840083,0,0.457643667,0.040861042,-3.636632708,0.016344417,9.813992024,0.044008689,0.898573,2.026875,0.954734,0.05102,0.828082,-0.050909,0.555955,-0.001022,0.000196,0.000959,0.000082,8.40E-05,0.000374,0.001404002,0.000430135
1.40E+18,273.2506879,FALSE,7.0138435,119.3912373,56.83323997,2.100729033,1.641225136,55.50126293,7.449916974,0,111,-0.002094395,0.001396263,0.014660766,0.00418879,0.07819075,0.002094395,0.07958089,0.004886922,9.079323458,0.024516625,0.416782625,0.040861042,-3.644804917,0.008172208,9.792467774,0.048347437,0.89855,2.026923,0.954729,0.051012,0.828105,-0.05091,0.555921,-0.000197,0.000825,0.000987,0.000028,7.10E-05,0.000013,0.001008969,0.000825577
1.40E+18,272.8642187,FALSE,7.0145354,119.4351978,56.83270113,2.101522458,1.591883796,54.94621279,7.412571267,0,111,-0.003490659,0.001396263,0.019547688,0.004886922,0.075398224,0.002792527,0.077969154,0.005799117,9.022118,0.057205458,0.482160292,0.065377667,-3.6284605,0.016344417,9.736365716,0.088395949,0.898533,2.026959,0.954749,0.050992,0.828119,-0.050921,0.5559,-0.000739,0.000542,0.000315,0.000672,0.000968,0.000897,0.001257923,0.001244973
1.40E+18,273.1138475,FALSE,7.014159,119.391337,56.84641998,2.100243728,1.688766588,60.83329477,7.799570166,0,111,-0.002792527,0.000698132,0.018151424,0.001396263,0.076096355,0.000698132,0.078281081,0.001710066,9.054806833,0.032688833,0.433127042,0.04903325,-3.6284605,0,9.764366412,0.058930632,0.898492,2.02697,0.954767,0.050983,0.828137,-0.050938,0.555874,-0.000682,0.000057,0.000228,0.000087,0.000589,0.000379,0.000929532,0.000393013
1.40E+18,273.3711613,FALSE,7.014611,119.3879654,56.84945366,2.100072344,1.634307645,57.26926996,7.567646263,0,111,-0.002792527,0,0.016755161,0.001396263,0.077492619,0.001396263,0.079332462,0.001974615,9.046634625,0.008172208,0.408610417,0.024516625,-3.554910625,0.073549875,9.728615013,0.077957899,0.898466,2.026986,0.954782,0.051003,0.828152,-0.050918,0.555851,-0.000405,0.000277,0.000536,0.000308,0.000298,0.000291,0.000734932,0.000506235
1.40E+18,272.9981152,FALSE,7.0145197,119.3283439,56.85829615,2.098697146,1.661354617,60.31446849,7.766239019,0,111,-0.002792527,0,0.019547688,0.002792527,0.07819075,0.000698132,0.080645544,0.002878471,9.062979042,0.016344417,0.44129925,0.032688833,-3.603943875,0.04903325,9.763234382,0.061155207,0.898466,2.027025,0.954794,0.051012,0.828172,-0.050924,0.55582,0.000285,0.00069,0.000756,0.00022,0.000179,0.000119,0.000827528,0.000733935
1.40E+18,273.364753,FALSE,7.014203,119.3534297,56.85412595,2.099292316,1.638706678,55.9146953,7.477612941,0,111,-0.003490659,0.000698132,0.018849556,0.000698132,0.077492619,0.000698132,0.079828544,0.0012092,9.087495667,0.024516625,0.384093792,0.057205458,-3.620288292,0.016344417,9.789616583,0.064348033,0.898473,2.027043,0.9548,0.05102,0.828196,-0.05093,0.555782,-0.000102,0.000387,0.000151,0.000605,0.000455,0.000276,0.000490133,0.000769396
1.40E+18,274.1735797,FALSE,7.014102,119.3788148,56.86230479,2.099436793,1.635945292,58.05439564,7.619343518,0,111,-0.003490659,0,0.021642083,0.002792527,0.07819075,0.000698132,0.081205652,0.002878471,9.079323458,0.008172208,0.416782625,0.032688833,-3.652977125,0.032688833,9.795512447,0.046945763,0.898471,2.027061,0.95482,0.051015,0.828189,-0.050936,0.555793,-6.40E-05,0.000038,3.90E-05,0.000112,-0.000148,0.000603,0.000165895,0.000614489
1.40E+18,272.8320346,FALSE,7.0141788,119.4267758,56.8402459,2.10109534,1.663228439,57.95060797,7.61252967,0,111,-0.004886922,0.001396263,0.020943951,0.000698132,0.076096355,0.002094395,0.079077091,0.00261217,9.112012292,0.032688833,0.351404958,0.065377667,-3.644804917,0.008172208,9.820226898,0.073549875,0.898481,2.027062,0.954808,0.051041,0.828216,-0.050937,0.55575,3.30E-05,0.000097,-0.00015,0.000189,-0.000112,0.000036,0.000190087,0.000215467
1.40E+18,272.7413951,FALSE,7.0134163,119.3731494,56.86665334,2.099176624,1.623870893,56.1880876,7.49587137,0,111,0,0.004886922,0.020245819,0.000698132,0.074700092,0.001396263,0.077395071,0.005130199,9.095667875,0.016344417,0.375921583,0.024516625,-3.595771667,0.04903325,9.787852931,0.057205458,0.898467,2.02707,0.954791,0.051049,0.828233,-0.05094,0.555724,-0.000268,0.000301,0.000353,0.000503,-0.000875,0.000763,0.000980846,0.000962174
1.40E+18,273.3775567,FALSE,7.0133343,119.4266622,56.86671016,2.100115549,1.699812479,61.04069836,7.812854687,0,111,-0.004886922,0.004886922,0.021642083,0.001396263,0.079587014,0.004886922,0.082621756,0.007050785,9.103840083,0.008172208,0.400438208,0.024516625,-3.652977125,0.057205458,9.817560639,0.062771923,0.898453,2.027081,0.954759,0.051038,0.828244,-0.050912,0.555711,-0.000297,0.000029,-3.00E-05,0.000383,-5.30E-05,0.000822,0.00030318,0.000907311
1.40E+18,273.6174633,FALSE,7.013184,119.5803053,56.83380299,2.104034906,1.62082104,57.82132122,7.60403322,0,111,-0.005585054,0.000698132,0.018151424,0.003490659,0.076794487,0.002792527,0.079107903,0.004524411,9.128356708,0.024516625,0.473988083,0.073549875,-3.644804917,0.008172208,9.840536763,0.077957899,0.898431,2.027072,0.954764,0.051044,0.828257,-0.050899,0.555693,-0.000437,0.00014,-0.000395,0.000365,0.000615,0.000668,0.000851598,0.000773983
1.40E+18,273.4226929,FALSE,7.0136023,119.4024379,56.86220962,2.099855752,1.61072747,56.05901279,7.487256693,0,111,-0.002792527,0.002792527,0.020943951,0.002792527,0.080285146,0.003490659,0.083018985,0.005270779,9.128356708,0,0.384093792,0.089894292,-3.644804917,0,9.83661665,0.089894292,0.898425,2.027038,0.954775,0.051074,0.828255,-0.05092,0.55569,0.000201,0.000638,-0.000481,0.000086,9.00E-05,0.000525,0.00052902,0.000830702
1.40E+18,273.812662,FALSE,7.0132127,119.3369044,56.87983063,2.098053089,1.71562171,62.80055107,7.924679872,0,111,-0.001396263,0.001396263,0.020245819,0.000698132,0.07819075,0.002094395,0.08078141,0.00261217,9.095667875,0.032688833,0.408610417,0.024516625,-3.6284605,0.016344417,9.801217382,0.044008689,0.898431,2.027029,0.954768,0.051074,0.828252,-0.050938,0.555694,0.000279,0.000078,0.000266,0.000747,0.000263,0.000173,0.000466654,0.000770728
1.40E+18,273.2712674,FALSE,7.0143414,119.5078125,56.8704821,2.10140319,1.642788501,57.56454144,7.587129987,0,111,-0.001396263,0,0.020943951,0.000698132,0.081681409,0.003490659,0.08433535,0.003559787,9.07115125,0.024516625,0.433127042,0.024516625,-3.652977125,0.024516625,9.788647808,0.04246404,0.898449,2.027059,0.954771,0.051065,0.828247,-0.050951,0.555701,0.000382,0.000103,0.000801,0.000535,9.30E-05,0.00017,0.000892286,0.000570731
1.40E+18,273.9190729,FALSE,7.0132766,119.5324911,56.85785497,2.102303916,1.660193304,57.82798312,7.604471258,0,111,-0.001396263,0,0.016755161,0.00418879,0.077492619,0.00418879,0.079295592,0.005923844,9.087495667,0.016344417,0.408610417,0.024516625,-3.652977125,0,9.802743587,0.029465316,0.898451,2.027096,0.954771,0.051073,0.828257,-0.050936,0.555687,-1.80E-05,0.0004,0.000837,0.000036,0.000575,0.000482,0.001015637,0.000627391
1.40E+18,274.0407214,FALSE,7.0141215,119.5584968,56.8630698,2.102568455,1.614314779,56.129714,7.491976642,0,111,-0.002094395,0.000698132,0.017453293,0.000698132,0.076096355,0.001396263,0.078100315,0.001710066,9.103840083,0.016344417,0.465815875,0.057205458,-3.595771667,0.057205458,9.799309291,0.082535258,0.898469,2.027121,0.954784,0.051065,0.828253,-0.050922,0.555695,0.000573,0.000591,-0.000359,0.001196,0.000235,0.00034,0.000715846,0.001376698
1.40E+18,273.6000504,FALSE,7.012822,119.5578402,56.85840862,2.102729273,1.65680806,59.21012079,7.69481129,0,111,-0.002792527,0.000698132,0.018151424,0.000698132,0.079587014,0.003490659,0.081678425,0.003627599,9.038462417,0.065377667,0.359577167,0.106238708,-3.652977125,0.057205458,9.755374953,0.137234715,0.898483,2.027125,0.954802,0.051081,0.828257,-0.050936,0.555685,-0.000242,0.000815,0.00053,0.000889,0.000408,0.000173,0.000711286,0.00121839
1.40E+18,268.4705819,FALSE,7.003551,120.0230496,56.88425623,2.10995199,1.629377563,56.87246452,7.541383462,0,111,0.084473936,0.087266463,0.013962634,0.00418879,0.050963614,0.0286234,0.099639806,0.091936285,9.022118,0.016344417,0.670121083,0.310543917,-3.652977125,0,9.75663453,0.310973735,0.898437,2.027223,0.95481,0.050904,0.828276,-0.050843,0.555683,0.000759,0.001001,0.009464,0.008934,0.000578,0.00017,0.009511964,0.00899151
1.40E+18,267.8817013,FALSE,7.006108,119.7971659,56.94637532,2.103683776,1.617773957,55.48385042,7.448748245,0,111,0.083077672,0.001396263,0.026529005,0.012566371,0.07819075,0.027227136,0.117130189,0.030019663,9.553311542,0.531193542,1.12776475,0.457643667,-3.889971167,0.236994042,10.37639101,0.74011518,0.898367,2.027194,0.9548,0.050954,0.828316,-0.050937,0.55561,0.002022,0.001263,0.00743,0.002034,0.001648,0.00107,0.007874598,0.002622446
1.40E+18,269.7478258,FALSE,7.0045567,119.8024934,56.98061742,2.102513079,1.734815665,66.98399969,8.184375339,0,111,0.072605697,0.010471976,0.033510322,0.006981317,0.053756141,0.02443461,0.096354821,0.027485473,8.842329417,0.710982125,0.809048625,0.318716125,-3.497705167,0.392266,9.543337499,0.872323429,0.89832,2.027165,0.954862,0.05108,0.828176,-0.050983,0.555803,0.000772,0.00125,0.006195,0.001235,0.000157,0.001491,0.006244891,0.002304519
1.40E+18,271.3124426,FALSE,7.003995,119.8604527,57.0467944,2.10109006,1.708609853,62.22575429,7.88833026,0,111,0.058643063,0.013962634,0.053756141,0.020245819,0.064926248,0.011170107,0.102684708,0.027011472,8.97308475,0.130755333,0.694637708,0.114410917,-3.514049583,0.016344417,9.661641473,0.174510616,0.898302,2.027146,0.954857,0.051058,0.828142,-0.051051,0.555849,0.001885,0.001113,0.006302,0.000107,0.001271,0.001114,0.006699543,0.001578358
1.40E+18,272.8107007,FALSE,7.0051765,119.8646914,57.04170153,2.101351961,1.679583784,57.94143829,7.61192737,0,111,-0.045378561,0.104021623,0.017453293,0.036302848,0.079587014,0.014660766,0.093262661,0.111145549,9.013945792,0.040861042,-0.016344417,0.710982125,-3.571255042,0.057205458,9.695635536,0.714449208,0.898323,2.027111,0.954863,0.051239,0.828083,-0.051278,0.5559,0.000338,0.001547,-0.003583,0.009885,-0.000626,0.001897,0.003652945,0.010183567
1.40E+18,271.8528229,FALSE,7.008005,119.7994348,56.97234742,2.102764591,1.697833382,66.4108953,8.149288024,0,111,0.004886922,0.050265482,0.011170107,0.006283185,0.094945911,0.015358897,0.095725542,0.052933854,9.16921775,0.155271958,-0.580226792,0.563882375,-3.546738417,0.024516625,9.848379089,0.585383446,0.898323,2.027064,0.954875,0.051335,0.828113,-0.051346,0.555839,9.70E-05,0.000241,0.000392,0.003975,0.000804,0.00143,0.000899716,0.004231265
1.40E+18,272.9139249,FALSE,7.00916,119.8414395,56.93595656,2.104846335,1.649191912,58.47214767,7.64670829,0,111,-0.030717795,0.035604717,0.018849556,0.007679449,0.095644043,0.000698132,0.102208961,0.036430168,9.250939833,0.081722083,-0.523021333,0.057205458,-3.538566208,0.008172208,9.918411663,0.100088702,0.898346,2.027037,0.95489,0.051197,0.828162,-0.051439,0.555771,0.000496,0.000399,-0.003313,0.003705,0.000125,0.000679,0.003352254,0.003787779
1.40E+18,273.7827601,FALSE,7.005942,119.9675172,56.98925902,2.105089963,1.628082752,55.2456075,7.432738896,0,111,-0.025830873,0.004886922,0.023736478,0.004886922,0.085172067,0.010471976,0.092113709,0.012546963,9.414384,0.163444167,-0.138927542,0.384093792,-3.652977125,0.114410917,10.09921625,0.432818547,0.898356,2.026967,0.95489,0.051179,0.828174,-0.051354,0.555762,-0.000886,0.001382,-0.004001,0.000688,0.000231,0.000106,0.004104432,0.001547418
1.40E+18,273.1445251,FALSE,7.004509,120.0502189,57.04976089,2.104307134,1.709995567,63.61329662,7.975794419,0,111,0.025830873,0.051661746,0,0.023736478,0.074700092,0.010471976,0.079040102,0.057810195,9.259112042,0.155271958,-0.874426292,0.73549875,-3.489532958,0.163444167,9.933409153,0.769273546,0.898352,2.0269,0.95489,0.051082,0.828195,-0.05153,0.555724,0.001293,0.002179,0.00202,0.006021,-0.000264,0.000495,0.002412871,0.006422267
1.40E+18,267.26956,FALSE,7.0022564,119.9774684,56.97358058,2.105843923,1.653579517,57.7959792,7.602366684,0,111,0.095644043,0.06981317,0.021642083,0.021642083,0.057944931,0.016755161,0.113902492,0.074986625,9.005773583,0.253338458,0.416782625,1.291208917,-3.603943875,0.114410917,9.709071894,1.320791694,0.898358,2.026853,0.954912,0.051047,0.828197,-0.051333,0.555742,0.002549,0.001256,0.009327,0.007307,0.000444,0.000708,0.009679229,0.007447889
1.40E+18,272.2338088,FALSE,7.0082474,119.8484347,56.95232559,2.104364194,1.705799119,61.65805793,7.85226451,0,111,0.043982297,0.051661746,0.03700098,0.015358897,0.066322512,0.00837758,0.087762125,0.054543703,8.981256958,0.024516625,0.44129925,0.024516625,-3.505877375,0.0980665,9.651367662,0.104015231,0.898356,2.02683,0.954901,0.051125,0.828176,-0.051335,0.555766,0.00176,0.000789,0.005608,0.003719,0.000117,0.000327,0.005878856,0.003815811
1.40E+18,274.3397954,FALSE,7.003171,119.9874474,57.00273096,2.104942085,1.649194682,58.67666657,7.660069619,0,111,0.025830873,0.018151424,0.006981317,0.030019663,0.060039326,0.006283185,0.065731982,0.035638922,9.406211792,0.424954833,-0.040861042,0.482160292,-3.710182583,0.204305208,10.11157479,0.674392894,0.898374,2.026852,0.954869,0.051044,0.828317,-0.051413,0.555555,0.001531,0.000229,0.00394,0.001668,0.000345,0.000228,0.00424106,0.001699014
1.40E+18,273.0982392,FALSE,7.0098104,120.0468113,56.88614574,2.110299612,1.631873684,57.27935367,7.568312472,0,111,-0.007679449,0.033510322,0.030019663,0.023038346,0.07819075,0.018151424,0.084106763,0.044532923,9.226423208,0.179788583,0.939803958,0.980665,-3.710182583,0,9.988772272,0.997009417,0.89839,2.026902,0.95487,0.051042,0.828364,-0.051192,0.555506,-5.30E-05,0.001584,-0.00083,0.00477,0.001329,0.000984,0.001567785,0.005121544
1.40E+18,264.0038333,FALSE,7.005056,120.1097435,56.94537594,2.109209773,1.646555366,58.34947409,7.638682746,0,111,-0.123569311,0.115889862,0,0.030019663,0.106116019,0.027925268,0.162880275,0.122928682,9.16921775,0.057205458,0.433127042,0.506676917,-3.661149333,0.04903325,9.882619472,0.512248203,0.898422,2.026927,0.954858,0.050888,0.828357,-0.051276,0.555523,-0.002318,0.002265,-0.012336,0.011506,-0.002186,0.003515,0.012740825,0.012242283
1.40E+18,267.5074451,FALSE,7.0066223,119.9725787,56.97723827,2.105622918,1.606235282,56.72560175,7.531640044,0,111,-0.085870199,0.037699112,0.00837758,0.00837758,0.083077672,0.023038346,0.119773848,0.04496857,9.26728425,0.0980665,0.531193542,0.0980665,-3.840937917,0.179788583,10.04577165,0.227063893,0.898487,2.02697,0.954799,0.050893,0.828493,-0.051134,0.555333,-0.001252,0.001066,-0.007639,0.004697,-0.001097,0.001089,0.007818263,0.004938025
1.40E+18,271.5639262,FALSE,7.0128393,119.9301086,56.87744283,2.108570685,1.607166653,57.69637133,7.59581275,0,111,-0.057246799,0.0286234,0.025132741,0.016755161,0.089360858,0.006283185,0.109060596,0.033756671,9.087495667,0.179788583,0.997009417,0.465815875,-3.644804917,0.196133,9.841809191,0.536448057,0.898499,2.027042,0.954799,0.050828,0.828487,-0.051009,0.555359,-0.001724,0.000472,-0.005024,0.002615,0.000906,0.002003,0.005388282,0.003327614
1.40E+18,273.6485144,FALSE,7.0069437,120.0074828,56.98257695,2.106038183,1.656930304,58.32142413,7.636846478,0,111,-0.019547688,0.037699112,0.003490659,0.021642083,0.076096355,0.013264502,0.078644466,0.04544832,8.850501625,0.236994042,-0.163444167,1.160453583,-3.465016333,0.179788583,9.506020787,1.197974386,0.898493,2.027108,0.954794,0.050926,0.828489,-0.05114,0.555335,0.000318,0.002042,0.00142,0.006444,-0.000954,0.00186,0.001740011,0.007011027
1.40E+18,270.4952745,FALSE,7.0052004,119.9293578,57.00470484,2.103850167,1.611896055,57.31791738,7.570859751,0,111,0.071907565,0.091455253,0.014660766,0.011170107,0.058643063,0.017453293,0.093939581,0.093773408,9.046634625,0.196133,0.710982125,0.874426292,-3.726527,0.261510667,9.809897915,0.933529497,0.898516,2.027162,0.954821,0.051081,0.828585,-0.051146,0.555177,0.003067,0.002749,0.008434,0.007014,0.000509,0.001463,0.008988767,0.007674214
1.40E+18,273.6394373,FALSE,7.006437,120.0541971,57.03557875,2.10490013,1.677784069,60.64304234,7.787364274,0,111,0.03700098,0.034906585,0.035604717,0.020943951,0.06981317,0.011170107,0.08666399,0.04221244,9.16921775,0.122583125,0.555710167,0.155271958,-3.726527,0,9.91314135,0.197828217,0.898519,2.027192,0.954826,0.051263,0.8286,-0.050971,0.555155,-0.00021,0.003277,0.005265,0.003169,0.001146,0.000637,0.005392369,0.00460294
1.40E+18,273.0069801,FALSE,7.004309,120.0963985,57.06770525,2.104454664,1.61439841,57.56745621,7.587322071,0,111,0.022340214,0.014660766,0.029321531,0.006283185,0.067020643,0.002792527,0.076489241,0.016193044,9.07115125,0.0980665,0.179788583,0.375921583,-3.538566208,0.187960792,9.738560456,0.431582361,0.898479,2.027282,0.954812,0.051229,0.828502,-0.051057,0.555296,0.000614,0.000824,0.004711,0.000554,-8.90E-05,0.001235,0.004751677,0.00158465
1.40E+18,273.1759222,FALSE,7.0019293,120.1345994,57.04038924,2.106132181,1.644621461,59.58091743,7.718867626,0,111,0.011868239,0.010471976,0.011170107,0.018151424,0.064926248,0.002094395,0.066940601,0.021059985,9.030290208,0.040861042,1.037870458,0.858081875,-3.8245935,0.286027292,9.861583634,0.905420201,0.898478,2.027388,0.95484,0.051309,0.828572,-0.050808,0.555207,0.00047,0.000144,0.003012,0.001699,0.000688,0.000777,0.003125122,0.001873784
1.40E+18,268.5569249,FALSE,6.999116,120.0928385,57.02218131,2.106072335,1.595804417,56.40338353,7.510218608,0,111,-0.084473936,0.096342175,0.057246799,0.046076692,0.094945911,0.030019663,0.139383528,0.110932666,9.340834125,0.310543917,0.523021333,0.514849125,-3.751043625,0.073549875,10.07943757,0.605736518,0.898492,2.027487,0.95487,0.051252,0.82859,-0.050762,0.55519,-0.001725,0.002195,-0.008293,0.011305,0.002088,0.0014,0.00872406,0.011600907
1.40E+18,272.9648196,FALSE,7.001078,120.247249,57.05514372,2.107561933,1.607401443,56.11136093,7.490751693,0,111,-0.030019663,0.054454273,0.018849556,0.038397244,0.09424778,0.000698132,0.100693247,0.066634102,9.005773583,0.335060542,0.776359792,0.253338458,-3.563082833,0.187960792,9.716082114,0.460190396,0.898502,2.027482,0.954957,0.051322,0.828475,-0.050728,0.555357,-0.000969,0.000756,-0.003362,0.004931,0.002089,1E-06,0.004075037,0.004988617
1.40E+18,273.2364169,FALSE,7.000022,120.1491218,57.07941813,2.104946507,1.639786438,55.44651463,7.446241644,0,111,-0.031415927,0.001396263,-0.001396263,0.020245819,0.090058989,0.00418879,0.095391465,0.020721697,8.825985,0.179788583,0.416782625,0.359577167,-3.530394,0.032688833,9.515009237,0.403346295,0.898522,2.027431,0.954988,0.051362,0.828431,-0.050771,0.555416,0.000329,0.001298,-0.004491,0.001129,-0.000972,0.003061,0.004606746,0.003511291
1.40E+18,273.6387334,FALSE,7.002417,120.1066905,57.06642053,2.104682392,1.700763069,63.4693652,7.966766295,0,111,-0.009773844,0.021642083,0.031415927,0.03281219,0.076794487,0.013264502,0.083545686,0.041484534,8.997601375,0.171616375,0.555710167,0.138927542,-3.505877375,0.024516625,9.672477473,0.222157842,0.898555,2.027359,0.95496,0.051309,0.828458,-0.050881,0.55537,-0.000493,0.000822,-0.002454,0.002037,0.000239,0.001211,0.002514416,0.002508301
1.40E+18,273.0814897,FALSE,7.001277,120.2545795,56.96086309,2.111179026,1.670032517,62.15909739,7.884104095,0,111,0.000698132,0.010471976,0.00418879,0.027227136,0.078888882,0.002094395,0.079003095,0.029246636,8.956740333,0.040861042,0.784532,0.228821833,-3.612116083,0.106238708,9.689482466,0.255569402,0.89851,2.027292,0.954961,0.051354,0.828434,-0.050824,0.555408,-0.001351,0.000858,-0.001185,0.001269,-0.000853,0.001092,0.00198923,0.00188122
1.40E+18,273.7370938,FALSE,7.002713,120.1450382,56.97080077,2.108888002,1.600439626,55.38334509,7.44199873,0,111,-0.025830873,0.026529005,0.034208453,0.030019663,0.077492619,0.001396263,0.08855822,0.040086379,9.1201845,0.163444167,0.629260042,0.155271958,-3.661149333,0.04903325,9.847728061,0.230711153,0.898478,2.02721,0.954948,0.051356,0.828411,-0.050868,0.555437,-0.001129,0.000222,-0.003795,0.00261,0.001023,0.001876,0.0040894,0.003221919
1.40E+18,274.755872,FALSE,7.0013943,120.2444426,56.94474875,2.11159844,1.673484943,61.52593929,7.843847225,0,111,0.025830873,0.051661746,0.025830873,0.00837758,0.090058989,0.012566371,0.097185851,0.053824098,8.97308475,0.14709975,0.433127042,0.196133,-3.546738417,0.114410917,9.658322958,0.270548236,0.898462,2.027143,0.954905,0.0514,0.828395,-0.050866,0.555457,6.00E-05,0.001189,0.00063,0.004425,-0.001403,0.002426,0.001539126,0.005184575
1.40E+18,273.6939636,FALSE,7.006985,120.1737367,56.9177812,2.111356665,1.628924258,55.34172789,7.4392021,0,111,-0.004886922,0.030717795,0.011170107,0.014660766,0.070511302,0.019547688,0.071557648,0.039250899,9.536967125,0.563882375,0.964320583,0.531193542,-3.97169325,0.424954833,10.37583748,0.883581644,0.898462,2.027119,0.954858,0.051266,0.828424,-0.05085,0.555427,-0.000268,0.000328,-0.0007,0.00133,-0.001082,0.000321,0.001316263,0.001406956
